img_1,img_2,dist
m.0bxsfw_0001.jpg,m.0bxsfw_0002.jpg,1.1488511562347412
m.027lfrs_0003.jpg,m.027lfrs_0002.jpg,1.0420526266098022
m.0bkxbw_0003.jpg,m.0bkxbw_0002.jpg,1.0586501359939575
m.05r49f_0001.jpg,m.09gfsng_0001.jpg,1.2921764850616455
m.01txlkt_0005.jpg,m.0ff6p1_0002.jpg,1.1477420330047607
m.02rd2z7_0002.jpg,m.02rd2z7_0001.jpg,0.9265161752700806
m.03cvfkn_0002.jpg,m.03cvfkn_0003.jpg,0.9788452386856079
m.07kd1h0_0002.jpg,m.0gyd4y_0002.jpg,1.3289602994918823
m.04n1s8l_0003.jpg,m.03_80b_0002.jpg,1.321645736694336
m.0g59dq6_0002.jpg,m.0g59dq6_0003.jpg,1.163295865058899
m.03zp0s_0001.jpg,m.03zp0s_0004.jpg,1.144008994102478
m.0ff6p1_0003.jpg,m.0ff6p1_0004.jpg,0.9856665134429932
m.0gc136t_0004.jpg,m.0gc136t_0001.jpg,1.2581403255462646
m.027tnky_0001.jpg,m.027tnky_0003.jpg,1.0100899934768677
m.0cp08gq_0001.jpg,m.02qf_k6_0004.jpg,1.3689110279083252
m.0j3g1d2_0003.jpg,m.03h24_z_0002.jpg,1.2771095037460327
m.047nyc5_0004.jpg,m.047nyc5_0005.jpg,0.9853004217147827
m.0q57sjr_0003.jpg,m.0hh41q__0001.jpg,1.1716846227645874
m.0glnnsy_0002.jpg,m.0nd2yh0_0002.jpg,1.2089104652404785
m.01rpc2r_0003.jpg,m.01rpc2r_0005.jpg,1.091162085533142
m.079ff6_0002.jpg,m.04v_0f_0002.jpg,1.209542989730835
m.0kf9zwb_0004.jpg,m.0kf9zwb_0003.jpg,1.0377449989318848
m.03f14t3_0001.jpg,m.0403y4q_0004.jpg,1.2621599435806274
m.05z2dc_0001.jpg,m.05z2dc_0003.jpg,1.1159802675247192
m.0g5nr1_0003.jpg,m.0g5nr1_0002.jpg,1.174392819404602
m.0267_nc_0001.jpg,m.05gkqv_0003.jpg,1.2971796989440918
m.064nyf_0003.jpg,m.064nyf_0002.jpg,1.2505817413330078
m.026syhg_0002.jpg,m.06_473_0003.jpg,1.2470182180404663
m.01c_qf_0003.jpg,m.01c_qf_0001.jpg,1.0647192001342773
m.0cxmp6_0001.jpg,m.0cxmp6_0002.jpg,0.9080654382705688
m.043k6hj_0002.jpg,m.07l8mg_0002.jpg,0.9896208643913269
m.0fqb1w5_0003.jpg,m.07t_zd_0002.jpg,1.2026314735412598
m.0h4svr_0003.jpg,m.0bwjc2c_0003.jpg,1.387665867805481
m.0265y64_0001.jpg,m.04ghd8_0004.jpg,1.2463792562484741
m.0nd4z7c_0001.jpg,m.09v3bhx_0005.jpg,1.0106871128082275
m.0g5r8hb_0003.jpg,m.0g5r8hb_0001.jpg,0.7911754846572876
m.02z235f_0003.jpg,m.07qckf_0002.jpg,1.2088009119033813
m.02z52lv_0001.jpg,m.02z52lv_0002.jpg,1.0419424772262573
m.05f4w4t_0002.jpg,m.05f4w4t_0001.jpg,1.0061771869659424
m.097fys_0001.jpg,m.026bk9q_0001.jpg,1.2839137315750122
m.03z8y7j_0001.jpg,m.03z8y7j_0002.jpg,1.169614315032959
m.0gtvkxj_0001.jpg,m.03nttym_0002.jpg,1.4267117977142334
m.03d6tz_0003.jpg,m.02k7h7_0001.jpg,1.1104087829589844
m.0768sp_0001.jpg,m.0768sp_0002.jpg,1.0234838724136353
m.04xmzd_0001.jpg,m.0gfdn_j_0002.jpg,1.1688376665115356
m.0dhfdl_0002.jpg,m.0dhfdl_0003.jpg,1.067108154296875
m.076vxp_0005.jpg,m.076vxp_0004.jpg,0.9622641801834106
m.04ybp2k_0002.jpg,m.04ybp2k_0004.jpg,0.884513258934021
m.02qj6m0_0001.jpg,m.02qj6m0_0002.jpg,0.8242278099060059
m.0bz0pf_0001.jpg,m.0bz0pf_0004.jpg,0.8901091814041138
m.0h04_h_0002.jpg,m.0g1dbn_0001.jpg,1.0890955924987793
m.012mh__0002.jpg,m.01pvn0z_0003.jpg,1.2167047262191772
