img_1,img_2,dist
m.0bxsfw_0001.jpg,m.0bxsfw_0002.jpg,0.45794278
m.027lfrs_0003.jpg,m.027lfrs_0002.jpg,0.7563526
m.0bkxbw_0003.jpg,m.0bkxbw_0002.jpg,0.57555914
m.05r49f_0001.jpg,m.09gfsng_0001.jpg,0.9283661
m.01txlkt_0005.jpg,m.0ff6p1_0002.jpg,0.6535576
m.02rd2z7_0002.jpg,m.02rd2z7_0001.jpg,0.74574107
m.03cvfkn_0002.jpg,m.03cvfkn_0003.jpg,0.6625094
m.07kd1h0_0002.jpg,m.0gyd4y_0002.jpg,0.8701328
m.04n1s8l_0003.jpg,m.03_80b_0002.jpg,0.6866953
m.0g59dq6_0002.jpg,m.0g59dq6_0003.jpg,0.51427364
m.03zp0s_0001.jpg,m.03zp0s_0004.jpg,0.8006565
m.0ff6p1_0003.jpg,m.0ff6p1_0004.jpg,0.63978577
m.0gc136t_0004.jpg,m.0gc136t_0001.jpg,0.7167239
m.027tnky_0001.jpg,m.027tnky_0003.jpg,0.5304302
m.0cp08gq_0001.jpg,m.02qf_k6_0004.jpg,0.68506736
m.0j3g1d2_0003.jpg,m.03h24_z_0002.jpg,0.76917315
m.047nyc5_0004.jpg,m.047nyc5_0005.jpg,0.5826664
m.0q57sjr_0003.jpg,m.0hh41q__0001.jpg,0.8203985
m.0glnnsy_0002.jpg,m.0nd2yh0_0002.jpg,0.75242186
m.01rpc2r_0003.jpg,m.01rpc2r_0005.jpg,0.65960497
m.079ff6_0002.jpg,m.04v_0f_0002.jpg,0.7647607
m.0kf9zwb_0004.jpg,m.0kf9zwb_0003.jpg,0.5559757
m.03f14t3_0001.jpg,m.0403y4q_0004.jpg,0.8010089
m.05z2dc_0001.jpg,m.05z2dc_0003.jpg,0.68336076
m.0g5nr1_0003.jpg,m.0g5nr1_0002.jpg,0.76013577
m.0267_nc_0001.jpg,m.05gkqv_0003.jpg,0.7590055
m.064nyf_0003.jpg,m.064nyf_0002.jpg,0.7876833
m.026syhg_0002.jpg,m.06_473_0003.jpg,0.7588012
m.01c_qf_0003.jpg,m.01c_qf_0001.jpg,0.4818848
m.0cxmp6_0001.jpg,m.0cxmp6_0002.jpg,0.69300014
m.043k6hj_0002.jpg,m.07l8mg_0002.jpg,0.6500808
m.0fqb1w5_0003.jpg,m.07t_zd_0002.jpg,0.8765906
m.0h4svr_0003.jpg,m.0bwjc2c_0003.jpg,0.7633812
