img_1,img_2,dist
m.0bxsfw_0001.jpg,m.0bxsfw_0002.jpg,0.80069095
m.027lfrs_0003.jpg,m.027lfrs_0002.jpg,0.83640695
m.0bkxbw_0003.jpg,m.0bkxbw_0002.jpg,0.6590079
m.05r49f_0001.jpg,m.09gfsng_0001.jpg,0.8534675
m.01txlkt_0005.jpg,m.0ff6p1_0002.jpg,0.8726913
m.02rd2z7_0002.jpg,m.02rd2z7_0001.jpg,0.76994354
m.03cvfkn_0002.jpg,m.03cvfkn_0003.jpg,0.64884204
m.07kd1h0_0002.jpg,m.0gyd4y_0002.jpg,1.0337986
m.04n1s8l_0003.jpg,m.03_80b_0002.jpg,0.9336327
m.0g59dq6_0002.jpg,m.0g59dq6_0003.jpg,0.8225033
m.03zp0s_0001.jpg,m.03zp0s_0004.jpg,0.6919493
m.0ff6p1_0003.jpg,m.0ff6p1_0004.jpg,0.6974274
m.0gc136t_0004.jpg,m.0gc136t_0001.jpg,0.7919765
m.027tnky_0001.jpg,m.027tnky_0003.jpg,0.655307
m.0cp08gq_0001.jpg,m.02qf_k6_0004.jpg,0.8775439
m.0j3g1d2_0003.jpg,m.03h24_z_0002.jpg,0.86636794
m.047nyc5_0004.jpg,m.047nyc5_0005.jpg,0.7946016
m.0q57sjr_0003.jpg,m.0hh41q__0001.jpg,0.95610166
m.0glnnsy_0002.jpg,m.0nd2yh0_0002.jpg,0.8076147
m.01rpc2r_0003.jpg,m.01rpc2r_0005.jpg,0.69087714
m.079ff6_0002.jpg,m.04v_0f_0002.jpg,0.8988753
m.0kf9zwb_0004.jpg,m.0kf9zwb_0003.jpg,0.6729965
m.03f14t3_0001.jpg,m.0403y4q_0004.jpg,0.96007043
m.05z2dc_0001.jpg,m.05z2dc_0003.jpg,0.63906413
m.0g5nr1_0003.jpg,m.0g5nr1_0002.jpg,0.6809159
m.0267_nc_0001.jpg,m.05gkqv_0003.jpg,0.93688273
m.064nyf_0003.jpg,m.064nyf_0002.jpg,0.7802648
m.026syhg_0002.jpg,m.06_473_0003.jpg,0.8524204
m.01c_qf_0003.jpg,m.01c_qf_0001.jpg,0.5731581
m.0cxmp6_0001.jpg,m.0cxmp6_0002.jpg,0.7029936
m.043k6hj_0002.jpg,m.07l8mg_0002.jpg,0.66570055
m.0fqb1w5_0003.jpg,m.07t_zd_0002.jpg,0.87453556
m.0h4svr_0003.jpg,m.0bwjc2c_0003.jpg,0.8708179
m.0265y64_0001.jpg,m.04ghd8_0004.jpg,0.7972756
m.0nd4z7c_0001.jpg,m.09v3bhx_0005.jpg,0.589334
m.0g5r8hb_0003.jpg,m.0g5r8hb_0001.jpg,0.55302966
m.02z235f_0003.jpg,m.07qckf_0002.jpg,0.9425127
m.02z52lv_0001.jpg,m.02z52lv_0002.jpg,0.60490775
m.05f4w4t_0002.jpg,m.05f4w4t_0001.jpg,0.5993191
m.097fys_0001.jpg,m.026bk9q_0001.jpg,0.8557676
