img_1,img_2,dist
m.0bxsfw_0001.jpg,m.0bxsfw_0002.jpg,2.324109
m.027lfrs_0003.jpg,m.027lfrs_0002.jpg,1.6712633
m.0bkxbw_0003.jpg,m.0bkxbw_0002.jpg,2.159309
m.05r49f_0001.jpg,m.09gfsng_0001.jpg,2.575187
m.01txlkt_0005.jpg,m.0ff6p1_0002.jpg,2.646549
m.02rd2z7_0002.jpg,m.02rd2z7_0001.jpg,2.0688457
m.03cvfkn_0002.jpg,m.03cvfkn_0003.jpg,2.075293
m.07kd1h0_0002.jpg,m.0gyd4y_0002.jpg,2.9677908
m.04n1s8l_0003.jpg,m.03_80b_0002.jpg,2.5024035
m.0g59dq6_0002.jpg,m.0g59dq6_0003.jpg,2.009508
m.03zp0s_0001.jpg,m.03zp0s_0004.jpg,1.7715147
m.0ff6p1_0003.jpg,m.0ff6p1_0004.jpg,2.0898175
m.0gc136t_0004.jpg,m.0gc136t_0001.jpg,2.3534238
m.027tnky_0001.jpg,m.027tnky_0003.jpg,1.9521223
m.0cp08gq_0001.jpg,m.02qf_k6_0004.jpg,2.4837203
m.0j3g1d2_0003.jpg,m.03h24_z_0002.jpg,3.0373042
m.047nyc5_0004.jpg,m.047nyc5_0005.jpg,2.2357802
m.0q57sjr_0003.jpg,m.0hh41q__0001.jpg,2.6735075
m.0glnnsy_0002.jpg,m.0nd2yh0_0002.jpg,2.2136257
m.01rpc2r_0003.jpg,m.01rpc2r_0005.jpg,2.0351167
m.079ff6_0002.jpg,m.04v_0f_0002.jpg,2.1407776
m.0kf9zwb_0004.jpg,m.0kf9zwb_0003.jpg,2.111598
m.03f14t3_0001.jpg,m.0403y4q_0004.jpg,2.9531717
m.05z2dc_0001.jpg,m.05z2dc_0003.jpg,1.8902363
m.0g5nr1_0003.jpg,m.0g5nr1_0002.jpg,1.8829908
m.0267_nc_0001.jpg,m.05gkqv_0003.jpg,2.5814326
m.064nyf_0003.jpg,m.064nyf_0002.jpg,2.2647257
m.026syhg_0002.jpg,m.06_473_0003.jpg,2.1903036
m.01c_qf_0003.jpg,m.01c_qf_0001.jpg,2.230018
m.0cxmp6_0001.jpg,m.0cxmp6_0002.jpg,2.2121623
m.043k6hj_0002.jpg,m.07l8mg_0002.jpg,2.166703
m.0fqb1w5_0003.jpg,m.07t_zd_0002.jpg,2.8927379
m.0h4svr_0003.jpg,m.0bwjc2c_0003.jpg,2.5125163
m.0265y64_0001.jpg,m.04ghd8_0004.jpg,2.025012
m.0nd4z7c_0001.jpg,m.09v3bhx_0005.jpg,2.1179962
m.0g5r8hb_0003.jpg,m.0g5r8hb_0001.jpg,2.080382
m.02z235f_0003.jpg,m.07qckf_0002.jpg,2.7147148
m.02z52lv_0001.jpg,m.02z52lv_0002.jpg,1.8881246
m.05f4w4t_0002.jpg,m.05f4w4t_0001.jpg,2.236592
m.097fys_0001.jpg,m.026bk9q_0001.jpg,1.8442078
m.03z8y7j_0001.jpg,m.03z8y7j_0002.jpg,1.603762
m.0gtvkxj_0001.jpg,m.03nttym_0002.jpg,3.1435766
m.03d6tz_0003.jpg,m.02k7h7_0001.jpg,2.381551
m.0768sp_0001.jpg,m.0768sp_0002.jpg,1.8384831
m.04xmzd_0001.jpg,m.0gfdn_j_0002.jpg,2.4003727
m.0dhfdl_0002.jpg,m.0dhfdl_0003.jpg,1.8951954
m.076vxp_0005.jpg,m.076vxp_0004.jpg,1.9075773
m.04ybp2k_0002.jpg,m.04ybp2k_0004.jpg,1.6293766
m.02qj6m0_0001.jpg,m.02qj6m0_0002.jpg,1.765171
m.0bz0pf_0001.jpg,m.0bz0pf_0004.jpg,1.9372741
m.0h04_h_0002.jpg,m.0g1dbn_0001.jpg,2.2028303
m.012mh__0002.jpg,m.01pvn0z_0003.jpg,2.5705283
m.07csqp_0004.jpg,m.048dmc_0004.jpg,2.9883783
m.02ppbmg_0003.jpg,m.04gnp_5_0003.jpg,2.5423825
m.041gwg_0002.jpg,m.041gwg_0001.jpg,1.8601753
m.02w85g8_0001.jpg,m.02w85g8_0002.jpg,2.2881143
m.03q3nq_0005.jpg,m.09zbpw_0002.jpg,2.6487865
m.03qk3pv_0004.jpg,m.03qk3pv_0003.jpg,1.9444039
m.023fqr_0002.jpg,m.0vshsz9_0002.jpg,2.2496212
m.03k4gk_0001.jpg,m.03k4gk_0002.jpg,1.4578193
m.01w2ksr_0003.jpg,m.01w2ksr_0004.jpg,1.7584426
m.03sr8y_0002.jpg,m.03sr8y_0004.jpg,1.936883
m.0ccgl3_0001.jpg,m.0ccgl3_0003.jpg,2.1394768
m.04szxh_0005.jpg,m.04szxh_0003.jpg,2.3899903
m.0gklgjj_0004.jpg,m.0412txk_0004.jpg,2.6214173
m.027whx3_0004.jpg,m.027whx3_0001.jpg,1.6442235
m.05p9wv4_0001.jpg,m.05p9wv4_0003.jpg,2.334154
m.0hc9csn_0001.jpg,m.0hc9csn_0003.jpg,1.9546818
m.0hhrjmj_0002.jpg,m.0hhrjmj_0001.jpg,2.005578
m.02v39v_0001.jpg,m.02v39v_0003.jpg,1.9787661
m.04zwg8r_0002.jpg,m.01pmcd_0001.jpg,2.601273
m.09ggh1v_0001.jpg,m.09ggh1v_0002.jpg,1.9402974
m.0n4s6s3_0004.jpg,m.0n4s6s3_0002.jpg,1.8116848
m.02z2p91_0005.jpg,m.0cm9sy__0002.jpg,2.5225399
m.0c7t5z_0001.jpg,m.07k40j5_0002.jpg,2.1436255
m.0bzklr_0001.jpg,m.0bzklr_0003.jpg,2.0785763
m.0512c1_0001.jpg,m.0512c1_0002.jpg,1.8916161
m.05jwk9_0002.jpg,m.05jwk9_0003.jpg,2.2532313
m.0bc1f2_0001.jpg,m.0cz7_xk_0001.jpg,2.2153943
m.09ryb3_0001.jpg,m.01t6yw_0004.jpg,2.8271236
m.0s8zt03_0005.jpg,m.0cc7cbd_0004.jpg,2.542105
m.07kd5wh_0003.jpg,m.07kd5wh_0002.jpg,1.9092491
m.06p_8l_0001.jpg,m.06p_8l_0002.jpg,2.5287278
m.028hpk_0003.jpg,m.07k4n__0003.jpg,1.8735877
m.0j_651q_0003.jpg,m.0j_651q_0001.jpg,1.4306322
m.01qp71l_0003.jpg,m.01qp71l_0002.jpg,2.3601277
m.0bf32y_0002.jpg,m.05c87l_0005.jpg,2.558692
m.06cv41_0004.jpg,m.017zy5_0004.jpg,2.8317492
m.05f7x67_0002.jpg,m.05f7x67_0001.jpg,2.0691645
m.0g9ckl_0003.jpg,m.0g9ckl_0002.jpg,1.8424611
m.06znml3_0004.jpg,m.03d06q8_0001.jpg,2.6237178
m.02r77ks_0001.jpg,m.025grm_0002.jpg,2.209118
m.02r6ydb_0001.jpg,m.06_t8__0004.jpg,2.606655
m.02wxs0t_0002.jpg,m.02wxs0t_0003.jpg,1.9590881
m.07jrw4_0003.jpg,m.0j42bk3_0004.jpg,2.8621323
